"Post ID",Title,URLs,Categories
,invoice,https://contentdesign.intuit.com/resources/word-list/i/invoice/,
,"iPhone, iPad, iOS",https://contentdesign.intuit.com/iphone-ipad-ios/,
,"iPhone, iPad, iOS",https://contentdesign.intuit.com/resources/word-list/i/iphone-ipad-ios/,
,Italics,https://contentdesign.intuit.com/style/formatting/italics/,
,"item-based split",https://contentdesign.intuit.com/resources/word-list/i/item-based-split/,
,"itemized deductions",https://contentdesign.intuit.com/resources/word-list/i/itemized-deductions/,
,J,https://contentdesign.intuit.com/resources/word-list/j/,
,"John Smith",https://contentdesign.intuit.com/resources/word-list/j/john-smith/,
,"jump-start (v.), jumpstart (n.)",https://contentdesign.intuit.com/resources/word-list/j/jump-start-v-jumpstart-n/,
,"just-in-time manufacturing",https://contentdesign.intuit.com/resources/word-list/j/just-in-time-manufacturing/,
,K,https://contentdesign.intuit.com/resources/word-list/k/,
,ka-ching,https://contentdesign.intuit.com/resources/word-list/k/ka-ching/,
,"KB, KBA",https://contentdesign.intuit.com/resources/word-list/k/kb-kba/,
,"knowledge base",https://contentdesign.intuit.com/resources/word-list/k/knowledge-base/,
,KPIs,https://contentdesign.intuit.com/resources/word-list/k/kpis/,
,L,https://contentdesign.intuit.com/resources/word-list/l/,
,label,https://contentdesign.intuit.com/resources/word-list/l/label/,
,"labeled; labeling",https://contentdesign.intuit.com/resources/word-list/l/labeled-labeling/,
,Lacerte,https://contentdesign.intuit.com/resources/word-list/l/lacerte/,
,"landing page",https://contentdesign.intuit.com/resources/word-list/l/landing-page/,
,"last in, first out",https://contentdesign.intuit.com/resources/word-list/l/last-in-first-out/,
,later,https://contentdesign.intuit.com/resources/word-list/l/later/,
,launch,https://contentdesign.intuit.com/resources/word-list/l/launch/,
,"leak; leaked",https://contentdesign.intuit.com/resources/word-list/l/leak-leaked/,
,"Learn more",https://contentdesign.intuit.com/resources/word-list/l/learn-more/,
,left-hand/right-hand,https://contentdesign.intuit.com/resources/word-list/l/left-hand-right-hand/,
,"legal business name, legal name",https://contentdesign.intuit.com/resources/word-list/l/legal-business-name-legal-name/,
,liability,https://contentdesign.intuit.com/resources/word-list/l/liability/,
,"license key",https://contentdesign.intuit.com/resources/word-list/l/license-key/,
,"Lifetime Learning Credit",https://contentdesign.intuit.com/resources/word-list/l/lifetime-learning-credit/,
,"like-kind exchange",https://contentdesign.intuit.com/resources/word-list/l/like-kind-exchange/,
,"limited liability company (LLC)",https://contentdesign.intuit.com/resources/word-list/l/limited-liability-company-llc/,
,"line 13, salaries and wages",https://contentdesign.intuit.com/resources/word-list/l/line-13-salaries-and-wages/,
,"line item",https://contentdesign.intuit.com/resources/word-list/l/line-item/,
,"line of credit (LOC)",https://contentdesign.intuit.com/resources/word-list/l/line-of-credit-loc/,
,"link (v.)",https://contentdesign.intuit.com/resources/word-list/l/link-v/,
,Links,https://contentdesign.intuit.com/style/formatting/links/,
,Lists,https://contentdesign.intuit.com/style/formatting/lists/,
,"loan payment",https://contentdesign.intuit.com/resources/word-list/l/loan-payment/,
,"log in / log on (verb)",https://contentdesign.intuit.com/resources/word-list/l/log-in-log-on-verb/,
,"log out / log off",https://contentdesign.intuit.com/resources/word-list/l/log-out-log-off/,
,"long-term asset",https://contentdesign.intuit.com/resources/word-list/l/long-term-asset/,
,"long-term gain",https://contentdesign.intuit.com/resources/word-list/l/long-term-gain/,
,"long-term liability",https://contentdesign.intuit.com/resources/word-list/l/long-term-liability/,
,"long-term, long term",https://contentdesign.intuit.com/resources/word-list/l/long-term-long-term/,
,"low income (n.), low-income (adj.)",https://contentdesign.intuit.com/resources/word-list/l/low-income-n-low-income-adj/,
,lower,https://contentdesign.intuit.com/resources/word-list/l/lower/,
,"lump sum (n.), lump-sum (adj.)",https://contentdesign.intuit.com/resources/word-list/l/lump-sum-n-lump-sum-adj/,
,M,https://contentdesign.intuit.com/resources/word-list/m/,
,"Mac, Macintosh",https://contentdesign.intuit.com/resources/word-list/m/mac-macintosh/,
,machine,https://contentdesign.intuit.com/resources/word-list/m/machine/,
,manage,https://contentdesign.intuit.com/resources/word-list/m/manage/,
,"Mark as paid; Mark as unpaid",https://contentdesign.intuit.com/resources/word-list/m/mark-as-paid-mark-as-unpaid/,
,Marketing,https://contentdesign.intuit.com/channels/marketing/,
,"Married Filing Jointly",https://contentdesign.intuit.com/resources/word-list/m/married-filing-jointly/,
,"Married Filing Separately",https://contentdesign.intuit.com/resources/word-list/m/married-filing-separately/,
,"master (n., v., adj.)",https://contentdesign.intuit.com/resources/word-list/m/master/,
,master/slave,https://contentdesign.intuit.com/resources/word-list/m/master-slave/,
,"Mathematical symbols and equations",https://contentdesign.intuit.com/style/formatting/mathematical-symbols-and-equations/,
,"maximum protection",https://contentdesign.intuit.com/resources/word-list/m/maximum-protection/,
,"may, might, can",https://contentdesign.intuit.com/resources/word-list/m/may-might-can/,
,Medicare,https://contentdesign.intuit.com/resources/word-list/m/medicare/,
,"Menu icon",https://contentdesign.intuit.com/resources/word-list/m/menu-icon/,
,menus,https://contentdesign.intuit.com/resources/word-list/m/menus/,
,"merchant account",https://contentdesign.intuit.com/resources/word-list/m/merchant-account/,
,MHz,https://contentdesign.intuit.com/resources/word-list/m/mhz/,
,midnight,https://contentdesign.intuit.com/resources/word-list/m/midnight/,
,Mobile,https://contentdesign.intuit.com/channels/mobile/,
,"Mobile app stores",https://contentdesign.intuit.com/channels/mobile-app-stores/,
,"Mobile content checklist",https://contentdesign.intuit.com/channels/mobile/mobile-content-checklist/,
,"mobile device; device",https://contentdesign.intuit.com/resources/word-list/m/mobile-device-device/,
,"money bar",https://contentdesign.intuit.com/resources/word-list/m/money-bar/,
,"money market account",https://contentdesign.intuit.com/resources/word-list/m/money-market-account/,
,"money-back guarantee",https://contentdesign.intuit.com/resources/word-list/m/money-back-guarantee/,
,"money-in transaction",https://contentdesign.intuit.com/resources/word-list/m/money-in-transaction/,
,"money-out transaction",https://contentdesign.intuit.com/resources/word-list/m/money-out-transaction/,
,"money-purchase Keogh plan",https://contentdesign.intuit.com/resources/word-list/m/money-purchase-keogh-plan/,
,"mouseover, mouse over",https://contentdesign.intuit.com/resources/word-list/m/mouseover-mouse-over/,
,"multi words",https://contentdesign.intuit.com/resources/word-list/m/multi-words/,
,"My Q&#038;A",https://contentdesign.intuit.com/resources/word-list/m/my-qa/,
,"my vs. your",https://contentdesign.intuit.com/resources/word-list/m/my-vs-your/,
,N,https://contentdesign.intuit.com/resources/word-list/n/,
,"Names and titles",https://contentdesign.intuit.com/style/formatting/names-and-titles/,
,"Native vs. responsive web",https://contentdesign.intuit.com/channels/mobile/native-vs-responsive-web/,
,navigate,https://contentdesign.intuit.com/resources/word-list/n/navigate/,
,navigation,https://contentdesign.intuit.com/resources/word-list/n/navigation/,
,"net pay",https://contentdesign.intuit.com/resources/word-list/n/net-pay/,
,"net price",https://contentdesign.intuit.com/resources/word-list/n/net-price/,
,"net terms",https://contentdesign.intuit.com/resources/word-list/n/net-terms/,
,"net-to-gross bonus; net to gross bonus; NTG bonus",https://contentdesign.intuit.com/resources/word-list/n/net-to-gross-bonus-net-to-gross-bonus-ntg-bonus/,
,"net-to-gross calculation; net to gross calculation; NTG calculation; NTG",https://contentdesign.intuit.com/resources/word-list/n/net-to-gross-calculation-net-to-gross-calculation-ntg-calculation-ntg/,
,"New terms",https://contentdesign.intuit.com/content-patterns/new-terms/,
,"Next, Previous",https://contentdesign.intuit.com/resources/word-list/n/next-previous/,
,"non taxable (zero-rated)",https://contentdesign.intuit.com/resources/word-list/n/non-taxable-zero-rated/,
,"non words",https://contentdesign.intuit.com/resources/word-list/n/non-words/,
,"non-state obligation (where state is the name of any state)",https://contentdesign.intuit.com/resources/word-list/n/non-state-obligation-where-state-is-the-name-of-any-state/,
,nonbusiness,https://contentdesign.intuit.com/resources/word-list/n/nonbusiness/,
,noncash,https://contentdesign.intuit.com/resources/word-list/n/noncash/,
,"noncasualty losses",https://contentdesign.intuit.com/resources/word-list/n/noncasualty-losses/,
,nondependent,https://contentdesign.intuit.com/resources/word-list/n/nondependent/,
,"none of the above",https://contentdesign.intuit.com/resources/word-list/n/none-of-the-above/,
,nonelecting,https://contentdesign.intuit.com/resources/word-list/n/nonelecting/,
,nonemployee,https://contentdesign.intuit.com/resources/word-list/n/nonemployee/,
,nonexempt,https://contentdesign.intuit.com/resources/word-list/n/nonexempt/,
,nonfinal,https://contentdesign.intuit.com/resources/word-list/n/nonfinal/,
,nonitemized,https://contentdesign.intuit.com/resources/word-list/n/nonitemized/,
,nonprofit,https://contentdesign.intuit.com/resources/word-list/n/nonprofit/,
,nonrefundable,https://contentdesign.intuit.com/resources/word-list/n/nonrefundable/,
,nonresident,https://contentdesign.intuit.com/resources/word-list/n/nonresident/,
,nontaxable,https://contentdesign.intuit.com/resources/word-list/n/nontaxable/,
,noon,https://contentdesign.intuit.com/resources/word-list/n/noon/,
,"not sure",https://contentdesign.intuit.com/resources/word-list/n/not-sure/,
,notifications,https://contentdesign.intuit.com/resources/word-list/n/notifications/,
,"number, no., #",https://contentdesign.intuit.com/resources/word-list/n/number-no/,
,Numbers,https://contentdesign.intuit.com/style/numbers/,
,"Numbers with commas",https://contentdesign.intuit.com/style/numbers/numbers-with-commas/,
,O,https://contentdesign.intuit.com/resources/word-list/o/,
,OAuth,https://contentdesign.intuit.com/resources/word-list/o/oauth/,
,OK,https://contentdesign.intuit.com/resources/word-list/o/ok/,
,"on demand (n.), on-demand (adj.)",https://contentdesign.intuit.com/resources/word-list/o/on-demand-n-on-demand-adj/,
,"on the go",https://contentdesign.intuit.com/resources/word-list/o/on-the-go/,
,"on the left; on the right",https://contentdesign.intuit.com/resources/word-list/o/on-the-left-on-the-right/,
,"on the screen",https://contentdesign.intuit.com/resources/word-list/o/on-the-screen/,
,on-site,https://contentdesign.intuit.com/resources/word-list/o/on-site/,
,online,https://contentdesign.intuit.com/resources/word-list/o/online/,
,"online, TurboTax Online",https://contentdesign.intuit.com/resources/word-list/o/online-turbotax-online/,
,onscreen,https://contentdesign.intuit.com/resources/word-list/o/onscreen/,
,Oops,https://contentdesign.intuit.com/resources/word-list/o/oops/,
,open,https://contentdesign.intuit.com/resources/word-list/o/open/,
,"open invoice",https://contentdesign.intuit.com/resources/word-list/o/open-invoice/,
,"opening balance equity (OBE)",https://contentdesign.intuit.com/resources/word-list/o/opening-balance-equity-obe/,
,"opt in (v.); opt-in (n.) (adj.)",https://contentdesign.intuit.com/resources/word-list/o/opt-in-v-opt-in-n-adj/,
,out-of-state,https://contentdesign.intuit.com/resources/word-list/o/out-of-state/,
,overcharge,https://contentdesign.intuit.com/resources/word-list/o/overcharge/,
,"overdue invoice",https://contentdesign.intuit.com/resources/word-list/o/overdue-invoice/,
,overlimit,https://contentdesign.intuit.com/resources/word-list/o/overlimit/,
,overpayment,https://contentdesign.intuit.com/resources/word-list/o/overpayment/,
,override,https://contentdesign.intuit.com/resources/word-list/o/override/,
,overtime,https://contentdesign.intuit.com/resources/word-list/o/overtime/,
,overwrite,https://contentdesign.intuit.com/resources/word-list/o/overwrite/,
,"owner’s contribution and owner’s draw",https://contentdesign.intuit.com/resources/word-list/o/owners-contribution-and-owners-draw/,
,"owner’s equity",https://contentdesign.intuit.com/resources/word-list/o/owners-equity/,
,P,https://contentdesign.intuit.com/resources/word-list/p/,
,"Pacific time, PT",https://contentdesign.intuit.com/resources/word-list/p/pacific-time-pt/,
,page,https://contentdesign.intuit.com/resources/word-list/p/page/,
,"paid family leave",https://contentdesign.intuit.com/resources/word-list/p/paid-family-leave/,
,pane,https://contentdesign.intuit.com/resources/word-list/p/pane/,
,Parentheses,https://contentdesign.intuit.com/style/punctuation/parentheses/,
,"part-year residents",https://contentdesign.intuit.com/resources/word-list/p/part-year-residents/,
,"pass-through entity",https://contentdesign.intuit.com/resources/word-list/p/pass-through-entity/,
,password,https://contentdesign.intuit.com/resources/word-list/p/password/,
,"Passwords do not match",https://contentdesign.intuit.com/resources/word-list/p/passwords-do-not-match/,
,"pay as you go, pay-as-you-go",https://contentdesign.intuit.com/resources/word-list/p/pay-as-you-go-pay-as-you-go/,
,"Pay now",https://contentdesign.intuit.com/resources/word-list/p/pay-now/,
,"pay period",https://contentdesign.intuit.com/resources/word-list/p/pay-period/,
,"pay run",https://contentdesign.intuit.com/resources/word-list/p/pay-run/,
,"pay stub",https://contentdesign.intuit.com/resources/word-list/p/pay-stub/,
,"Pay this vendor with",https://contentdesign.intuit.com/resources/word-list/p/pay-this-vendor-with/,
,paycheck,https://contentdesign.intuit.com/resources/word-list/p/paycheck/,
,payday,https://contentdesign.intuit.com/resources/word-list/p/payday/,
,payee,https://contentdesign.intuit.com/resources/word-list/p/payee/,
,payer,https://contentdesign.intuit.com/resources/word-list/p/payer/,
,PayPal,https://contentdesign.intuit.com/resources/word-list/p/paypal/,
,"payroll tax",https://contentdesign.intuit.com/resources/word-list/p/payroll-tax/,
,payslip,https://contentdesign.intuit.com/resources/word-list/p/payslip/,
,PDF,https://contentdesign.intuit.com/resources/word-list/p/pdf/,
,"Percent symbol",https://contentdesign.intuit.com/style/punctuation/percent-symbol/,
,Periods,https://contentdesign.intuit.com/style/punctuation/periods/,
,"personal identification number, PIN",https://contentdesign.intuit.com/resources/word-list/p/personal-identification-number-pin/,
,"Phone numbers",https://contentdesign.intuit.com/style/numbers/phone-numbers/,
,"phone numbers: (800) 123-4567",https://contentdesign.intuit.com/resources/word-list/p/phone-numbers-800-123-4567/,
,"PIN, Personal Identification Number",https://contentdesign.intuit.com/resources/word-list/p/pin-personal-identification-number/,
,pinch,https://contentdesign.intuit.com/resources/word-list/p/pinch/,
,Pipes,https://contentdesign.intuit.com/style/punctuation/pipes/,
,"pixelated, pixilated",https://contentdesign.intuit.com/resources/word-list/p/pixelated-pixilated/,
,platform,https://contentdesign.intuit.com/resources/word-list/p/platform/,
,Playbooks,https://contentdesign.intuit.com/playbooks/,
,please,https://contentdesign.intuit.com/resources/word-list/p/please/,
,"plug in (v.); plug-in (n.)",https://contentdesign.intuit.com/resources/word-list/p/plug-in-v-plug-in-n/,
,pm,https://contentdesign.intuit.com/resources/word-list/p/pm/,
,"point of sale (n.), point-of-sale (adj.), POS",https://contentdesign.intuit.com/resources/word-list/p/point-of-sale-point-of-sale-pos/,
,pointer,https://contentdesign.intuit.com/resources/word-list/p/pointer/,
,"pop-up (n, adj)",https://contentdesign.intuit.com/resources/word-list/p/pop-up-n-adj/,
,"postal code",https://contentdesign.intuit.com/resources/word-list/p/postal-code/,
,"pound sign (#) or #hashtag",https://contentdesign.intuit.com/resources/word-list/p/pound-sign-or-hashtag/,
,powered,https://contentdesign.intuit.com/resources/word-list/p/powered/,
,"Powered by",https://contentdesign.intuit.com/resources/word-list/p/powered-by/,
,"pre words",https://contentdesign.intuit.com/resources/word-list/p/pre-words/,
,pre-fill,https://contentdesign.intuit.com/resources/word-list/p/pre-fill/,
,press,https://contentdesign.intuit.com/resources/word-list/p/press/,
,"previous, next",https://contentdesign.intuit.com/resources/word-list/p/previous-next/,
,Principles,https://contentdesign.intuit.com/style/principles/,
,printer-friendly,https://contentdesign.intuit.com/resources/word-list/p/printer-friendly/,
,"prior-year return, in a prior year",https://contentdesign.intuit.com/resources/word-list/p/prior-year-return-in-a-prior-year/,
,"ProConnect Tax Online",https://contentdesign.intuit.com/resources/word-list/p/proconnect-tax-online/,
,"Product content design",https://contentdesign.intuit.com/channels/product-content-design/,
,"product expert, product specialist, product support specialist, product support",https://contentdesign.intuit.com/resources/word-list/p/product-expert-product-specialist-product-support-specialist-product-support/,
,"Product names",https://contentdesign.intuit.com/content-patterns/product-names/,
,"product versions",https://contentdesign.intuit.com/resources/word-list/p/product-versions/,
,"profit and loss report",https://contentdesign.intuit.com/resources/word-list/p/profit-and-loss-report/,
,"profit and loss statement",https://contentdesign.intuit.com/resources/word-list/p/profit-and-loss-statement/,
,"profit-sharing Keogh plan",https://contentdesign.intuit.com/resources/word-list/p/profit-sharing-keogh-plan/,
,program,https://contentdesign.intuit.com/resources/word-list/p/program/,
,"property, plant, and equipment (PP&#038;E)",https://contentdesign.intuit.com/resources/word-list/p/property-plant-and-equipment-ppe/,
,ProSeries,https://contentdesign.intuit.com/resources/word-list/p/proseries/,
,pull,https://contentdesign.intuit.com/resources/word-list/p/pull/,
,Punctuation,https://contentdesign.intuit.com/style/punctuation/,
,"purchase order (PO)",https://contentdesign.intuit.com/resources/word-list/p/purchase-order-po/,
,Q,https://contentdesign.intuit.com/resources/word-list/q/,
,"QB, QBO",https://contentdesign.intuit.com/resources/word-list/q/qb-qbo/,
,"QBO Blog",https://contentdesign.intuit.com/resources/word-list/q/qbo-blog/,
,"Qualifying Widow, Qualifying Widower",https://contentdesign.intuit.com/resources/word-list/q/qualifying-widow-qualifying-widower/,
,"Quantity on Hand, quantity on hand, on-hand quantity",https://contentdesign.intuit.com/resources/word-list/q/quantity-on-hand-quantity-on-hand-on-hand-quantity/,
,"quarter-to-date; QTD",https://contentdesign.intuit.com/resources/word-list/q/quarter-to-date-qtd/,
,"Québec/Revenu Québec",https://contentdesign.intuit.com/resources/word-list/q/quebec-revenu-quebec/,
,query,https://contentdesign.intuit.com/resources/word-list/q/query/,
,"Question marks",https://contentdesign.intuit.com/style/punctuation/question-marks/,
,QuickBooks,https://contentdesign.intuit.com/resources/word-list/q/quickbooks/,
,"QuickBooks data, QuickBooks file",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-data-quickbooks-file/,
,"QuickBooks desktop",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-desktop/,
,"QuickBooks for Mac",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-for-mac/,
,"QuickBooks Labs, QBO Labs",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-labs-qbo-labs/,
,"QuickBooks Live Community, QuickBooks Community",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-live-community-quickbooks-community/,
,"QuickBooks Merchant Service",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-merchant-service/,
,"QuickBooks mobile app",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-mobile-app/,
,"QuickBooks Online",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-online/,
,"QuickBooks Online Essentials",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-online-essentials/,
,"QuickBooks Online Plus",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-online-plus/,
,"QuickBooks Online Simple Start",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-online-simple-start/,
,"QuickBooks Payments",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-payments/,
,"QuickBooks ProAdvisor Program",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-proadvisor-program/,
,"QuickBooks Small Business Community",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-small-business-community/,
,"QuickBooks support site",https://contentdesign.intuit.com/resources/word-list/q/quickbooks-support-site/,
,"Quicken Live Community",https://contentdesign.intuit.com/resources/word-list/q/quicken-live-community/,
,quit,https://contentdesign.intuit.com/resources/word-list/q/quit/,
,"Quotation marks",https://contentdesign.intuit.com/style/punctuation/quotation-marks/,
,R,https://contentdesign.intuit.com/resources/word-list/r/,
,"re words",https://contentdesign.intuit.com/resources/word-list/r/re-words/,
,read-only,https://contentdesign.intuit.com/resources/word-list/r/read-only/,
,"real-time; real time",https://contentdesign.intuit.com/resources/word-list/r/real-time-real-time/,
,receivables,https://contentdesign.intuit.com/resources/word-list/r/receivables/,
,receiver,https://contentdesign.intuit.com/resources/word-list/r/receiver/,
,reconcile,https://contentdesign.intuit.com/resources/word-list/r/reconcile/,
,"reconcile status",https://contentdesign.intuit.com/resources/word-list/r/reconcile-status/,
,"reconciled transaction",https://contentdesign.intuit.com/resources/word-list/r/reconciled-transaction/,
,reconciliation,https://contentdesign.intuit.com/resources/word-list/r/reconciliation/,
,recordkeeping,https://contentdesign.intuit.com/resources/word-list/r/recordkeeping/,
,"recurring payments",https://contentdesign.intuit.com/resources/word-list/r/recurring-payments/,
,"recurring transaction",https://contentdesign.intuit.com/resources/word-list/r/recurring-transaction/,
,"redline, redlining",https://contentdesign.intuit.com/resources/word-list/r/redline-redlining/,
,redo,https://contentdesign.intuit.com/resources/word-list/r/redo/,
,redownload,https://contentdesign.intuit.com/resources/word-list/r/redownload/,
,"Refer a Friend",https://contentdesign.intuit.com/resources/word-list/r/refer-a-friend/,
,"referral authorization code",https://contentdesign.intuit.com/resources/word-list/r/referral-authorization-code/,
,refresh,https://contentdesign.intuit.com/resources/word-list/r/refresh/,
,refund,https://contentdesign.intuit.com/resources/word-list/r/refund/,
,"Refund Monitor",https://contentdesign.intuit.com/resources/word-list/r/refund-monitor/,
,"refund receipt",https://contentdesign.intuit.com/resources/word-list/r/refund-receipt/,
,"registered trademark",https://contentdesign.intuit.com/resources/word-list/r/registered-trademark/,
,"release, Release",https://contentdesign.intuit.com/resources/word-list/r/release-release/,
,"Relevé 1 slip",https://contentdesign.intuit.com/resources/word-list/r/releve-1-slip/,
,replace,https://contentdesign.intuit.com/resources/word-list/r/replace/,
,report,https://contentdesign.intuit.com/resources/word-list/r/report/,
,"report names",https://contentdesign.intuit.com/resources/word-list/r/report-names/,
,Resources,https://contentdesign.intuit.com/resources/,
,REST,https://contentdesign.intuit.com/resources/word-list/r/rest/,
,right-click,https://contentdesign.intuit.com/resources/word-list/r/right-click/,
,"right-click menu",https://contentdesign.intuit.com/resources/word-list/r/right-click-menu/,
,rotate,https://contentdesign.intuit.com/resources/word-list/r/rotate/,
,"Roth IRA",https://contentdesign.intuit.com/resources/word-list/r/roth-ira/,
,"run a report",https://contentdesign.intuit.com/resources/word-list/r/run-a-report/,
,"run vs. execute",https://contentdesign.intuit.com/resources/word-list/r/run-vs-execute/,
,S,https://contentdesign.intuit.com/resources/word-list/s/,
,"S corporation",https://contentdesign.intuit.com/resources/word-list/s/s-corporation/,
,"safe mode",https://contentdesign.intuit.com/resources/word-list/s/safe-mode/,
,safeguard,https://contentdesign.intuit.com/resources/word-list/s/safeguard/,
,sandbox,https://contentdesign.intuit.com/resources/word-list/s/sandbox/,
,"satisfaction guarantee",https://contentdesign.intuit.com/resources/word-list/s/satisfaction-guarantee/,
,"Save and Next; Save &#038; Next",https://contentdesign.intuit.com/resources/word-list/s/save-and-next-save-next/,
,"save time, timesaver (n.), time-saving (adj.)",https://contentdesign.intuit.com/resources/word-list/s/save-time/,
,scan,https://contentdesign.intuit.com/resources/word-list/s/scan/,
,"Schedule C, Schedules C (if more than one; this format applies to all schedules); Sch. C (if space constraints)",https://contentdesign.intuit.com/resources/word-list/s/schedule-c-schedules-c-if-more-than-one-this-format-applies-to-all-schedules-sch-c-if-space-constraints/,
,screen,https://contentdesign.intuit.com/resources/word-list/s/screen/,
,"screen name",https://contentdesign.intuit.com/resources/word-list/s/screen-name/,
,screenshot,https://contentdesign.intuit.com/resources/word-list/s/screenshot/,
,"scripting error",https://contentdesign.intuit.com/resources/word-list/s/scripting-error/,
,scroll,https://contentdesign.intuit.com/resources/word-list/s/scroll/,
,SDK,https://contentdesign.intuit.com/resources/word-list/s/sdk/,
,"section 179",https://contentdesign.intuit.com/resources/word-list/s/section-179/,
,"Security and consent",https://contentdesign.intuit.com/content-patterns/security-consent/,
,select,https://contentdesign.intuit.com/resources/word-list/s/select/,
,self-employed,https://contentdesign.intuit.com/resources/word-list/s/self-employed/,
,semiannual,https://contentdesign.intuit.com/resources/word-list/s/semiannual/,
,Semicolons,https://contentdesign.intuit.com/style/punctuation/semicolons/,
,"set up (v.), setup (n., adj.)",https://contentdesign.intuit.com/resources/word-list/s/set-up-v-setup-n-adj/,
,shake,https://contentdesign.intuit.com/resources/word-list/s/shake/,
,"shopping cart",https://contentdesign.intuit.com/resources/word-list/s/shopping-cart/,
,"short-term, short term",https://contentdesign.intuit.com/resources/word-list/s/short-term-short-term/,
,shortcut,https://contentdesign.intuit.com/resources/word-list/s/shortcut/,
,"shortcut menu",https://contentdesign.intuit.com/resources/word-list/s/shortcut-menu/,
,"Show more",https://contentdesign.intuit.com/resources/word-list/s/show-more/,
,"show, hide",https://contentdesign.intuit.com/resources/word-list/s/show-hide/,
,"shut down",https://contentdesign.intuit.com/resources/word-list/s/shut-down/,
,"sign in (v.); sign-in (n.) (adj.)",https://contentdesign.intuit.com/resources/word-list/s/sign-in-v-sign-in-n-adj/,
,"sign in to",https://contentdesign.intuit.com/resources/word-list/s/sign-in-to/,
,"sign on",https://contentdesign.intuit.com/resources/word-list/s/sign-on/,
,"sign out (v.)",https://contentdesign.intuit.com/resources/word-list/s/sign-out-v/,
,"sign up (v.); sign-up (n.) (adj.)",https://contentdesign.intuit.com/resources/word-list/s/sign-up-v-sign-up-n-adj/,
,"sign-in name",https://contentdesign.intuit.com/resources/word-list/s/sign-in-name/,
,"simple, simply",https://contentdesign.intuit.com/resources/word-list/s/simple-simply/,
,"since (or that)",https://contentdesign.intuit.com/resources/word-list/s/since-or-that/,
,"since vs. because",https://contentdesign.intuit.com/resources/word-list/s/since-vs-because/,
,"single sign-in",https://contentdesign.intuit.com/resources/word-list/s/single-sign-in/,
,"single, but Single if referencing filing status",https://contentdesign.intuit.com/resources/word-list/s/single-but-single-if-referencing-filing-status/,
,"Sit tight",https://contentdesign.intuit.com/resources/word-list/s/sit-tight/,
,Slashes,https://contentdesign.intuit.com/style/punctuation/slashes/,
,SmartLook,https://contentdesign.intuit.com/resources/word-list/s/smartlook/,
,smartphone,https://contentdesign.intuit.com/resources/word-list/s/smartphone/,
,snapshot,https://contentdesign.intuit.com/resources/word-list/s/snapshot/,
,"Social Insurance Number/SIN",https://contentdesign.intuit.com/resources/word-list/s/social-insurance-number-sin/,
,"Social Security",https://contentdesign.intuit.com/resources/word-list/s/social-security/,
,"Social Security number",https://contentdesign.intuit.com/resources/word-list/s/social-security-number-ssn-if-space-constraints/,
,"Software as a Service; SaaS",https://contentdesign.intuit.com/resources/word-list/s/software-as-a-service-saas/,
,"Sole proprietorship",https://contentdesign.intuit.com/resources/word-list/s/sole-proprietorship/,
,sorry,https://contentdesign.intuit.com/resources/word-list/s/sorry/,
,spam,https://contentdesign.intuit.com/resources/word-list/s/spam/,
,"Speak to customers as &#8220;you&#8221;",https://contentdesign.intuit.com/style/principles/speak-to-customers-as-you/,
,specialist,https://contentdesign.intuit.com/resources/word-list/s/specialist/,
,spouse,https://contentdesign.intuit.com/resources/word-list/s/spouse/,
,"spread (open)",https://contentdesign.intuit.com/resources/word-list/s/spread-open/,
,"Square, Inc.; Square",https://contentdesign.intuit.com/resources/word-list/s/square-inc-square/,
,"Standard Deduction",https://contentdesign.intuit.com/resources/word-list/s/standard-deduction/,
,start,https://contentdesign.intuit.com/resources/word-list/s/start/,
,"start TurboTax",https://contentdesign.intuit.com/resources/word-list/s/start-turbotax/,
,"state taxing agency",https://contentdesign.intuit.com/resources/word-list/s/state-taxing-agency/,
,"state, your state return",https://contentdesign.intuit.com/resources/word-list/s/state-your-state-return/,
,"step 1",https://contentdesign.intuit.com/resources/word-list/s/step-1/,
,"step-by-step instructions; We’ll walk you through it step by step.",https://contentdesign.intuit.com/resources/word-list/s/step-by-step-instructions-well-walk-you-through-it-step-by-step/,
,stolen,https://contentdesign.intuit.com/resources/word-list/s/stolen/,
,Style,https://contentdesign.intuit.com/style/,
,sub-category,https://contentdesign.intuit.com/resources/word-list/s/sub-category/,
,sub-class,https://contentdesign.intuit.com/resources/word-list/s/sub-class/,
,sub-customer,https://contentdesign.intuit.com/resources/word-list/s/sub-customer/,
,sub-department,https://contentdesign.intuit.com/resources/word-list/s/sub-department/,
,sub-item,https://contentdesign.intuit.com/resources/word-list/s/sub-item/,
